x,y_pred
5.497546,-0.6781128
6.175222,-0.3638654
0.7209702,0.63676447
1.2773291,0.96755123
3.8455052,-0.5788768
6.118579,-0.3886744
4.386023,-1.0585176
5.0117126,-0.8931242
5.024131,-0.88485456
3.4734828,-0.2646294
4.736744,-1.0171692
6.0921497,-0.41348344
5.9068694,-0.47964078
2.6930916,0.38040474
0.6406792,0.58714646
3.680434,-0.4465621
3.0535693,0.06615735
4.6185555,-1.0667872
2.4504907,0.58714646
1.5856668,0.9758209
5.684311,-0.5788768
1.2447084,0.98409057
3.13898,0.0
6.0622687,-0.4217531
4.862396,-0.96755123
5.3714824,-0.7360005
5.2086406,-0.81042755
0.17145067,0.17366304
0.8573735,0.7360005
0.09759845,0.09923603
5.056422,-0.8765849
6.052357,-0.4217531
3.003818,0.107505694
2.3884974,0.62022513
5.5665383,-0.64503413
0.16473612,0.17366304
5.757948,-0.5540678
0.99104726,0.8765849
1.9758545,0.9013939
3.3116038,-0.11577536
4.4572115,-1.1164052
1.7943287,0.95928156
3.6541586,-0.4217531
2.6202266,0.43829244
5.6761007,-0.5954161
6.266364,-0.33078673
5.1010585,-0.8517759
4.3782377,-1.0585176
0.9219228,0.8021579
5.072796,-0.8683152
4.7008634,-1.0254389
3.5168054,-0.32251707
4.204914,-0.9179332
2.8329246,0.24809006
5.688809,-0.5788768
4.3781266,-1.0585176
0.86164933,0.76907915
2.192193,0.7856185
3.8952966,-0.6284948
2.366124,0.6533038
0.23286143,0.23155072
0.92209446,0.8021579
3.4327984,-0.22328106
0.17785491,0.21501139
0.6204231,0.56233746
0.08766032,0.09923603
2.602365,0.45483178
4.7174916,-1.0254389
4.0310793,-0.7608095
5.4003305,-0.7277308
0.14030622,0.1571237
0.6429862,0.58714646
2.153178,0.8269669
0.21721739,0.22328106
1.9568617,0.90966356
1.1789246,0.96755123
3.634129,-0.3969441
0.86377907,0.76907915
2.881367,0.21501139
1.5469898,0.98409057
1.6753404,0.96755123
1.6155219,0.9758209
4.3630447,-1.0337086
0.5003054,0.4713711
5.5218644,-0.66157347
2.0482545,0.86004555
3.877636,-0.62022513
3.8342562,-0.5788768
5.207792,-0.81042755
1.5584408,0.9758209
3.6238644,-0.3969441
3.7969947,-0.5540678
2.6810415,0.38040474
1.0077926,0.88485456
5.7573175,-0.5540678
5.105783,-0.8517759
4.3471923,-1.0088996
5.6290193,-0.5954161
1.2279197,0.96755123
1.038951,0.9013939
1.9824432,0.9013939
3.2801447,-0.11577536
1.2124206,0.96755123
3.0803537,0.033078674
0.2799277,0.28116873
5.307623,-0.7608095
3.497555,-0.29770806
5.703975,-0.5706071
5.715409,-0.5706071
3.6871827,-0.46310145
5.3050814,-0.7608095
5.0312266,-0.88485456
0.17208132,0.21501139
0.82307744,0.7360005
4.7219887,-1.0171692
4.5042815,-1.1164052
6.24494,-0.3390564
1.3205622,0.9758209
2.4929636,0.5457981
4.8436065,-0.96755123
1.331785,0.9758209
5.663088,-0.5954161
2.1660442,0.8021579
5.771745,-0.5540678
3.2500882,-0.08269668
0.7937518,0.69465214
4.8517375,-0.96755123
4.4681144,-1.1164052
1.5544351,0.9758209
4.110066,-0.8269669
3.4949605,-0.29770806
0.9145693,0.8021579
3.2351437,-0.074427016
1.9514773,0.90966356
5.0305233,-0.88485456
3.947782,-0.66984314
3.3854854,-0.19020237
3.2610462,-0.08269668
0.11518739,0.14058436
2.6338768,0.4217531
0.45222774,0.4217531
4.2652493,-0.9427422
0.3576982,0.3390564
2.518764,0.5292588
3.7027159,-0.46310145
1.886516,0.93447256
2.8032196,0.2646294
5.9765267,-0.45483178
0.17456792,0.21501139
4.9181595,-0.9262029
4.1685257,-0.8683152
5.7084947,-0.5706071
2.6401548,0.4217531
0.41469133,0.3638654
6.172711,-0.3638654
6.0283036,-0.43002278
3.1951017,-0.04134834
4.746714,-1.0006299
3.9069238,-0.6284948
3.2631838,-0.08269668
4.6849766,-1.0337086
5.7225547,-0.5706071
2.7765665,0.30597773
5.040127,-0.8765849
2.0380294,0.8765849
5.8277082,-0.5209891
5.517532,-0.66157347
4.6943035,-1.0254389
0.11671772,0.14058436
3.656903,-0.4217531
3.916687,-0.6533038
3.956632,-0.7029218
0.41444576,0.3638654
3.8747466,-0.62022513
5.0177746,-0.88485456
3.3530428,-0.17366304
1.8227323,0.95928156
0.41806105,0.3969441
3.9076347,-0.6533038
2.6897762,0.38040474
3.630784,-0.3969441
3.5103517,-0.29770806
4.60647,-1.0667872
5.177407,-0.8186972
0.67540556,0.62022513
3.7995434,-0.5540678
3.4529114,-0.24809006
3.7289536,-0.48791045
1.0114133,0.88485456
2.7033234,0.35559574
1.391303,0.9758209
1.067076,0.9427422
4.3522224,-1.0337086
2.9979653,0.12404503
1.8681881,0.93447256
4.6830745,-1.0337086
5.2441077,-0.7856185
1.18524,0.9758209
3.764321,-0.5209891
2.8425434,0.24809006
5.192468,-0.81042755
2.1687799,0.8021579
4.597586,-1.0667872
4.93416,-0.9262029
3.3989005,-0.20674172
3.383122,-0.19020237
5.7725725,-0.5540678
4.3967113,-1.0585176
5.5173745,-0.66157347
1.6317332,0.9758209
3.2412252,-0.074427016
5.4450603,-0.69465214
5.8991976,-0.47964078
0.53434855,0.47964078
5.392945,-0.7277308
5.965817,-0.46310145
5.005114,-0.8931242
1.0896939,0.95928156
4.3413177,-1.0088996
1.8996116,0.93447256
5.302006,-0.7608095
2.9216905,0.19847205
3.611019,-0.37213507
1.8081458,0.95928156
0.8985321,0.7938882
3.177169,-0.016539337
1.4139677,0.9758209
0.8750991,0.76907915
4.7134724,-1.0254389
5.5984373,-0.63676447
0.0007186382,0.04134834
2.157308,0.8269669
5.610185,-0.6284948
3.8096805,-0.5540678
4.7297025,-1.0171692
1.3296987,0.9758209
2.814198,0.2646294
0.8509186,0.7360005
1.4181736,0.9758209
5.072989,-0.8683152
5.7995343,-0.53752846
6.083767,-0.41348344
4.325428,-1.0088996
1.9940468,0.8931242
0.5801805,0.5457981
2.4810767,0.5706071
5.9562726,-0.46310145
6.2233176,-0.3390564
0.9082064,0.7938882
5.0711913,-0.8683152
4.3053613,-0.99236023
3.9999034,-0.71946114
1.3951759,0.9758209
5.4316845,-0.69465214
2.8268814,0.24809006
3.6072874,-0.37213507
2.8279784,0.24809006
5.6209793,-0.6284948
3.0886452,0.033078674
5.7508383,-0.5540678
2.4809186,0.5706071
1.696007,0.96755123
1.7541628,0.95928156
2.3329074,0.6863825
3.3855755,-0.19020237
3.509263,-0.29770806
0.7505708,0.6781128
5.713258,-0.5706071
4.3368297,-1.0088996
6.0775766,-0.41348344
5.351212,-0.74427015
3.8862352,-0.6284948
2.4370003,0.58714646
0.09436704,0.09923603
3.6426466,-0.4217531
3.911257,-0.6533038
3.2115967,-0.04134834
6.1184626,-0.3886744
5.08618,-0.8683152
5.484733,-0.6781128
1.6645386,0.9758209
4.7183104,-1.0171692
0.61793137,0.56233746
2.3253076,0.6863825
5.046424,-0.8765849
0.20309182,0.22328106
5.0514355,-0.8765849
1.4725404,0.98409057
1.1411072,0.96755123
4.814248,-0.98409057
2.1517026,0.8269669
0.12168618,0.14058436
5.85967,-0.51271945
2.171222,0.8021579
6.0948153,-0.3886744
6.0185976,-0.43829244
3.946319,-0.66984314
2.7248688,0.35559574
0.17345369,0.21501139
3.728646,-0.48791045
0.9851494,0.8765849
3.2188299,-0.04134834
1.9941821,0.8931242
5.290636,-0.7608095
3.972879,-0.7029218
0.42857197,0.3969441
0.88207716,0.76907915
3.3076317,-0.11577536
2.3939948,0.62022513
0.6849851,0.62022513
1.678063,0.96755123
4.5259323,-1.0998659
3.6045346,-0.37213507
3.578239,-0.37213507
1.7620816,0.95928156
0.31386685,0.28116873
4.2587485,-0.9427422
3.9062295,-0.6284948
3.9821997,-0.71946114
5.8193693,-0.53752846
2.724341,0.35559574
3.7228618,-0.48791045
1.2476515,0.98409057
5.8550563,-0.51271945
1.507008,0.9758209
0.41679406,0.3638654
5.676242,-0.5954161
4.577839,-1.0833266
2.3745677,0.6533038
0.7624234,0.6781128
0.4925194,0.4713711
0.33528677,0.29770806
5.8398266,-0.5209891
3.574199,-0.37213507
1.6472821,0.9758209
5.688748,-0.5788768
5.6790066,-0.5788768
2.1695678,0.8021579
1.7952245,0.95928156
1.2846113,0.98409057
1.2811806,0.98409057
0.0025259969,0.04134834
5.307467,-0.7608095
4.1639915,-0.8683152
4.5980377,-1.0667872
2.4008224,0.62022513
4.3134127,-0.99236023
5.967807,-0.46310145
2.6015904,0.45483178
4.7429347,-1.0006299
2.1850774,0.8021579
2.5225706,0.5292588
2.8453624,0.24809006
5.0177784,-0.88485456
1.615214,0.9758209
5.3146415,-0.7525398
0.19445834,0.21501139
5.935064,-0.4713711
3.4181163,-0.22328106
3.1024466,0.016539337
4.673596,-1.0337086
3.4617097,-0.24809006
3.4027178,-0.20674172
2.9334936,0.1571237
6.220072,-0.3390564
0.19100688,0.21501139
1.1561702,0.96755123
1.9807415,0.9013939
0.16468848,0.17366304
1.6684788,0.9758209
4.0178514,-0.74427015
6.1244745,-0.3886744
2.8712606,0.23155072
3.315729,-0.11577536
2.6220033,0.43829244
5.8865175,-0.49618012
4.21469,-0.9179332
4.170745,-0.8683152
0.90115356,0.7938882
5.045167,-0.8765849
5.3665657,-0.7360005
1.635608,0.9758209
0.114908636,0.14058436
0.058738846,0.08269668
2.6458972,0.4217531
4.713296,-1.0254389
0.0994078,0.14058436
0.8487274,0.7360005
4.3499913,-1.0337086
3.8753326,-0.62022513
3.685434,-0.4465621
5.9628453,-0.46310145
0.7121483,0.63676447
1.4892844,0.98409057
3.3499763,-0.17366304
2.2447922,0.74427015
4.9591885,-0.9179332
2.9261415,0.1571237
0.43996212,0.3969441
2.3030581,0.7029218
2.6940336,0.38040474
0.33872196,0.29770806
0.07889155,0.09923603
2.4986773,0.5457981
5.9536257,-0.46310145
5.19692,-0.81042755
1.5565517,0.9758209
5.403715,-0.7277308
2.0274644,0.8765849
3.5250568,-0.32251707
